PG.ProteinGroups,PG.ProteinAccessions,PG.Genes,PG.Organisms,PG.ProteinDescriptions,[1] 07172024_300SPD_5cmIO_JW_200ngMix1_Rep1.raw.PG.MS2Quantity,[2] 07172024_300SPD_5cmIO_JW_200ngMix1_Rep2.raw.PG.MS2Quantity,[3] 07172024_300SPD_5cmIO_JW_200ngMix1_Rep3.raw.PG.MS2Quantity,[4] 07172024_300SPD_5cmIO_JW_200ngMix2_Rep1.raw.PG.MS2Quantity,[5] 07172024_300SPD_5cmIO_JW_200ngMix2_Rep2.raw.PG.MS2Quantity,[6] 07172024_300SPD_5cmIO_JW_200ngMix2_Rep3.raw.PG.MS2Quantity,[7] 07172024_300SPD_5cmIO_JW_200ngMix3_Rep1.raw.PG.MS2Quantity,[8] 07172024_300SPD_5cmIO_JW_200ngMix3_Rep2.raw.PG.MS2Quantity,[9] 07172024_300SPD_5cmIO_JW_200ngMix3_Rep3.raw.PG.MS2Quantity,[10] 07172024_300SPD_5cmIO_JW_200ngMix4_Rep1.raw.PG.MS2Quantity,[11] 07172024_300SPD_5cmIO_JW_200ngMix4_Rep2.raw.PG.MS2Quantity,[12] 07172024_300SPD_5cmIO_JW_200ngMix4_Rep3.raw.PG.MS2Quantity,[13] 07172024_300SPD_5cmIO_JW_200ngMix5_Rep1.raw.PG.MS2Quantity,[14] 07172024_300SPD_5cmIO_JW_200ngMix5_Rep2.raw.PG.MS2Quantity,[15] 07172024_300SPD_5cmIO_JW_200ngMix5_Rep3.raw.PG.MS2Quantity
A0A590UJT3;Q9NYB0,A0A590UJT3;Q9NYB0,TERF2IP,Homo sapiens,Telomeric repeat-binding factor 2-interacting protein 1,424.0646973,475.7666320800781,452.67596435546875,420.5488281,478.5952148,424.9251403808594,454.8550720214844,378.08709716796875,434.2886047363281,462.5144348144531,409.1324157714844,436.3542785644531,440.7535400390625,536.8084716796875,446.840332
A0A590UK09;A0A590UK73;A0A8V8TP65;A0A8V8TPN0;A0A8V8TQG7;A0A8V8TQI3;A0A8V8TQV0;B1AKN5;B1AKN7;B1AKN8;Q12857;S4R3W2,A0A590UK09;A0A590UK73;A0A8V8TP65;A0A8V8TPN0;A0A8V8TQG7;A0A8V8TQI3;A0A8V8TQV0;B1AKN5;B1AKN7;B1AKN8;Q12857;S4R3W2,NFIA,Homo sapiens,Nuclear factor 1;Nuclear factor 1;Nuclear factor 1;Nuclear factor 1;Nuclear factor 1;Nuclear factor 1;Nuclear factor 1;Nuclear factor 1;Nuclear factor 1;Nuclear factor 1;Nuclear factor 1 A-type;Nuclear factor 1,145.22845458984375,143.93885803222656,152.75112915039062,155.635498,144.15846252441406,132.79806518554688,135.8999481201172,129.47218322753906,137.71920776367188,107.78926086425781,142.9852294921875,142.46112060546875,154.66871643066406,148.57513427734375,135.32774353027344
A0A5F9UJX7;A0A5F9UP49;Q9BRK5,A0A5F9UJX7;A0A5F9UP49;Q9BRK5,SDF4,Homo sapiens,45 kDa calcium-binding protein,604.1218262,622.3518066,596.1681518554688,578.0332641601562,611.6792602539062,670.4725341796875,594.9337158203125,559.0776977539062,594.7237548828125,654.7752075195312,543.1885375976562,561.3428955078125,645.7384033203125,608.9786376953125,550.3179321289062
A0A5F9UK94;H0Y360;H0YF16;Q01433,A0A5F9UK94;H0Y360;H0YF16;Q01433,AMPD2,Homo sapiens,AMP deaminase;AMP deaminase;AMP deaminase (Fragment);AMP deaminase 2,376.0434875488281,344.5534362792969,428.28814697265625,415.9842834472656,377.3681945800781,348.0597839355469,426.63177490234375,447.5162353515625,462.8263244628906,419.15765380859375,364.63946533203125,347.7321777,436.2234802246094,447.9855957,438.3005065917969
A0A5F9UY30;O43493,A0A5F9UY30;O43493,TGOLN2,Homo sapiens,Trans-golgi network protein 2;Trans-Golgi network integral membrane protein 2,335.5651550292969,353.2102355957031,340.6155700683594,311.9042053222656,358.8174133300781,323.2170715332031,348.2269592285156,287.66802978515625,338.501709,326.4399108886719,334.8789063,323.8033142089844,354.6744689941406,329.1875305175781,346.90069580078125
A0A5F9YFS9,A0A5F9YFS9,SPCS1,Homo sapiens,Signal peptidase complex subunit 1,2043.9268798828125,1770.075684,2231.691406,1866.811035,1517.6656494140625,1308.7037353515625,1861.3114013671875,1851.9486083984375,1745.868896484375,1910.8236083984375,1893.528076171875,1952.239013671875,1938.4422607421875,1756.985595703125,2084.82666
A0A5F9ZGN6;P05089,A0A5F9ZGN6;P05089,ARG1,Homo sapiens,Arginase;Arginase-1,368.3788757324219,369.7208557128906,331.00469970703125,NaN,341.8608703613281,261.8499755859375,412.62493896484375,339.3688049316406,279.4144287109375,282.51043701171875,274.0719909667969,352.0212097167969,NaN,273.5909423828125,381.17193603515625
A0A5F9ZGW5;C9J8U3;Q7Z2E3,A0A5F9ZGW5;C9J8U3;Q7Z2E3,APTX,Homo sapiens,Aprataxin,429.33380126953125,386.1156921386719,408.5448303222656,389.7177734,431.2984619140625,390.15020751953125,464.7648926,428.7237548828125,460.2969665527344,446.2632141113281,374.4687805175781,452.0907897949219,511.55523681640625,439.5690002441406,525.4632568359375
A0A5F9ZH29;O75419,A0A5F9ZH29;O75419,CDC45,Homo sapiens,Cell division cycle 45;Cell division control protein 45 homolog,365.40802001953125,317.14398193359375,391.3041992,469.29498291015625,328.94647216796875,369.3031311035156,522.1355590820312,391.4284362792969,382.2945251464844,489.3502197265625,327.1476745605469,402.70587158203125,421.6234436035156,386.0964050292969,341.06671142578125
A0A5F9ZH79;A0A5F9ZHP1;A0A5F9ZI10;A0A5F9ZI37;A0A5K1VW55;E9PKM6;E9PM82;E9PQZ6;H0YCB3;Q8N9N2,A0A5F9ZH79;A0A5F9ZHP1;A0A5F9ZI10;A0A5F9ZI37;A0A5K1VW55;E9PKM6;E9PM82;E9PQZ6;H0YCB3;Q8N9N2,ASCC1,Homo sapiens,Activating signal cointegrator 1 complex subunit 1;Activating signal cointegrator 1 complex subunit 1;Activating signal cointegrator 1 complex subunit 1 (Fragment);Activating signal cointegrator 1 complex subunit 1;Activating signal cointegrator 1 complex subunit 1;Activating signal cointegrator 1 complex subunit 1 (Fragment);Activating signal cointegrator 1 complex subunit 1 (Fragment);Activating signal cointegrator 1 complex subunit 1 (Fragment);Activating signal cointegrator 1 complex subunit 1 (Fragment);Activating signal cointegrator 1 complex subunit 1,172.8232879638672,242.8158721923828,121.65324401855469,190.32969665527344,125.94458770751953,244.3417205810547,214.3971710205078,178.72003173828125,165.81521606445312,193.87464904785156,219.41879272460938,200.04473876953125,133.2033691,192.0753173828125,151.84632873535156
A0A5F9ZH93;A0A5F9ZHX9;Q9UHN1,A0A5F9ZH93;A0A5F9ZHX9;Q9UHN1,POLG2,Homo sapiens,"DNA polymerase gamma 2, accessory subunit (Fragment);DNA polymerase gamma 2, accessory subunit (Fragment);DNA polymerase subunit gamma-2, mitochondrial",602.7241211,626.3977051,595.0605469,506.2229004,556.2688598632812,694.2515258789062,439.7593994140625,511.6271973,467.48529052734375,583.5794067382812,610.8535766601562,690.4127807617188,516.7634887695312,590.2093505859375,494.3011779785156
A0A5F9ZHB6;P49642,A0A5F9ZHB6;P49642,PRIM1,Homo sapiens,DNA primase;DNA primase small subunit,766.6069946289062,714.0166016,717.6992797851562,817.9701538085938,898.152832,775.5603027,849.1083984,882.2362670898438,850.4788818359375,754.9782104492188,746.0442504882812,703.1494750976562,870.3967895507812,940.1372680664062,907.4694213867188
A0A5F9ZHG7;B7Z7Y1;D6RE77;E9PCH4;Q8TEU7,A0A5F9ZHG7;B7Z7Y1;D6RE77;E9PCH4;Q8TEU7,RAPGEF6;RAPGEF6;RAPGEF6;;RAPGEF6,Homo sapiens,Rap guanine nucleotide exchange factor 6,371.10931396484375,275.2419434,329.9072570800781,234.35403442382812,216.68051147460938,309.0213928222656,255.6450653076172,333.91961669921875,281.55096435546875,254.86183166503906,180.3422393798828,200.98475646972656,292.17962646484375,159.25970458984375,188.87985229492188
A0A5F9ZHI5;A0A5F9ZHN9;A0A5F9ZI12;J3QRD1;P51648,A0A5F9ZHI5;A0A5F9ZHN9;A0A5F9ZI12;J3QRD1;P51648,ALDH3A2,Homo sapiens,Aldehyde dehydrogenase;Aldehyde dehydrogenase;Aldehyde dehydrogenase 3 family member A2 (Fragment);Aldehyde dehydrogenase 3 family member A2;Aldehyde dehydrogenase family 3 member A2,2254.175537109375,2107.039306640625,2316.786621,2137.883301,2258.37793,2235.105224609375,2083.356934,2053.737793,2092.283935546875,2200.698242,2173.320556640625,2307.301513671875,2082.206543,2089.508056640625,2132.068603515625
A0A5F9ZHJ0,A0A5F9ZHJ0,ACAT1,Homo sapiens,Acetyl-CoA acetyltransferase 1,191.9576416015625,185.6533660888672,163.31651306152344,105.9056396484375,80.31136322021484,163.7352294921875,121.33942413330078,169.19256591796875,118.18378448486328,109.2587891,123.20375061035156,133.1479034423828,204.3104248046875,136.14212036132812,176.63824462890625
A0A5F9ZHM4;P07195,A0A5F9ZHM4;P07195,LDHB,Homo sapiens,L-lactate dehydrogenase;L-lactate dehydrogenase B chain,56142.94922,56285.38672,53218.0625,47796.84766,49913.08984,47656.12891,44146.76172,42275.23047,45165.08594,54217.32422,52885.03906,53613.80859,50962.19531,48764.14063,49999.22656
A0A5F9ZHN7;E9PGZ4;Q9NTJ5,A0A5F9ZHN7;E9PGZ4;Q9NTJ5,SACM1L,Homo sapiens,SAC1 like phosphatidylinositide phosphatase;SAC1 like phosphatidylinositide phosphatase;Phosphatidylinositol-3-phosphatase SAC1,580.1971435546875,598.7669677734375,499.73004150390625,601.3507080078125,600.2417602539062,617.1541748046875,590.2905883789062,572.9461669921875,551.2022094726562,577.3416748046875,570.6020508,542.3684082,580.925293,650.5856934,507.9721984863281
A0A5F9ZHR7;B7Z7D2;E9PQY3;P11117,A0A5F9ZHR7;B7Z7D2;E9PQY3;P11117,ACP2,Homo sapiens,"Acid phosphatase 2, lysosomal;Acid phosphatase 2, lysosomal;Acid phosphatase 2, lysosomal;Lysosomal acid phosphatase",1089.689941,1115.5987548828125,1121.0982666015625,1011.9979248046875,1238.4813232421875,1093.639404296875,1108.808837890625,1236.5150146484375,1014.1433715820312,1012.9596557617188,1041.870361328125,950.5821533203125,1067.260254,1068.146973,1050.1033935546875
A0A5F9ZHS3;E7EN32;O00255,A0A5F9ZHS3;E7EN32;O00255,MEN1,Homo sapiens,Menin,419.6678771972656,474.68646240234375,447.4743957519531,500.7825927734375,503.65716552734375,481.6202392578125,437.3466797,411.8546447753906,297.7287598,523.9104614257812,434.80169677734375,499.6308288574219,509.6622314453125,431.8352966308594,515.340332
A0A5F9ZHU7;P49643,A0A5F9ZHU7;P49643,PRIM2,Homo sapiens,DNA primase large subunit,1327.589599609375,1286.669922,1274.2396240234375,1267.7689208984375,1367.6768798828125,1317.1243896484375,1252.625,1289.369629,1262.7115478515625,1314.167969,1375.706055,1359.182129,1329.2962646484375,1338.4586181640625,1292.186523
A0A5F9ZHY7;Q8WY22,A0A5F9ZHY7;Q8WY22,BRI3BP,Homo sapiens,BRI3 binding protein;BRI3-binding protein,439.59722900390625,397.4579162597656,506.5037536621094,321.4621276855469,391.4320983886719,NaN,360.60638427734375,199.28125,437.56817626953125,460.65631103515625,523.8670043945312,276.19256591796875,NaN,405.9626465,272.9581298828125
A0A5F9ZHZ7;A0A669KAW7;A0A669KAW9;A0A669KAY3;A0A669KAZ0;A0A669KAZ9;A0A669KBG3;A0A669KBI0;C9J818;C9JX57;D3DSE6;F8VZ95;H7BZW1;H7C2R6;P57076,A0A5F9ZHZ7;A0A669KAW7;A0A669KAW9;A0A669KAY3;A0A669KAZ0;A0A669KAZ9;A0A669KBG3;A0A669KBI0;C9J818;C9JX57;D3DSE6;F8VZ95;H7BZW1;H7C2R6;P57076,CFAP298-TCP10L;CFAP298-TCP10L;CFAP298-TCP10L;CFAP298-TCP10L;CFAP298-TCP10L;CFAP298-TCP10L;CFAP298-TCP10L;CFAP298-TCP10L;CFAP298;CFAP298;CFAP298;CFAP298-TCP10L;CFAP298-TCP10L;CFAP298;CFAP298,Homo sapiens,"CFAP298-TCP10L readthrough;CFAP298-TCP10L readthrough;CFAP298-TCP10L readthrough;CFAP298-TCP10L readthrough;CFAP298-TCP10L readthrough;CFAP298-TCP10L readthrough (Fragment);CFAP298-TCP10L readthrough (Fragment);CFAP298-TCP10L readthrough;Cilia and flagella associated protein 298;Cilia and flagella associated protein 298 (Fragment);Chromosome 21 open reading frame 59, isoform CRA_b;CFAP298-TCP10L readthrough (Fragment);CFAP298-TCP10L readthrough (Fragment);Cilia and flagella associated protein 298 (Fragment);Cilia- and flagella-associated protein 298",388.6714172363281,570.6725463867188,538.9871215820312,575.0960693359375,357.38702392578125,508.659668,325.5774230957031,498.0797424316406,554.1334228515625,453.5685729980469,379.9392395019531,555.6177978515625,380.2243347167969,345.8677062988281,263.6643066
A0A5F9ZI21;A0A8Q3SIN5;Q92974;V9GYM8,A0A5F9ZI21;A0A8Q3SIN5;Q92974;V9GYM8,ARHGEF2,Homo sapiens,Rho guanine nucleotide exchange factor 2,855.9262084960938,873.5855102539062,836.3576049804688,885.1282958984375,850.0620117,772.2616577148438,928.0771484,855.3750610351562,857.5780639648438,973.7321166992188,932.2243652,991.3511352539062,908.4289551,965.9450073242188,819.309082
A0A5F9ZI63;O75530,A0A5F9ZI63;O75530,EED,Homo sapiens,Embryonic ectoderm development;Polycomb protein EED,564.7832031,636.6725463867188,672.5830078,652.6813965,699.3145141601562,616.5762329101562,647.8069458007812,583.4040527,637.5612182617188,552.8317871,664.3287353515625,541.4141845703125,568.2945556640625,613.3654785,613.7431641
A0A5H1ZRP4;Q8WX92,A0A5H1ZRP4;Q8WX92,NELFB,Homo sapiens,Negative elongation factor B,710.5309448242188,753.0140380859375,775.3278198242188,790.3954467773438,718.9406127929688,739.7229614257812,760.9364624023438,759.9057617,775.8092651367188,762.6637573242188,825.8189086914062,758.9616699,589.5788574,885.3222656,745.9680176
A0A5H1ZRS1;H0YBA1,A0A5H1ZRS1;H0YBA1,PCM1,Homo sapiens,Pericentriolar material 1,166.79476928710938,176.3758087158203,211.01255798339844,219.0682830810547,213.20187377929688,212.67791748046875,202.13063049316406,197.1393585205078,206.57638549804688,193.38978576660156,199.7537841796875,180.08352661132812,211.09730529785156,199.25558471679688,197.0727081298828
A0A5K1VW60;Q99766,A0A5K1VW60;Q99766,DMAC2L,Homo sapiens,"Distal membrane arm assembly component 2 like;ATP synthase subunit s, mitochondrial",351.6173400878906,302.88641357421875,343.5605163574219,300.8994141,356.8597412109375,358.5069885253906,354.85443115234375,308.1779479980469,289.20452880859375,370.2404479980469,217.91690063476562,404.3595886230469,342.78302001953125,341.5602111816406,330.5266113
A0A5K1VW66;P35240,A0A5K1VW66;P35240,NF2,Homo sapiens,"NF2, moesin-ezrin-radixin like (MERLIN) tumor suppressor (Fragment);Merlin",98.88238525390625,194.94805908203125,73.33592224121094,85.81111145019531,8.082381248474121,NaN,41.78579330444336,81.0954361,NaN,NaN,56.35449981689453,72.93647766113281,NaN,NaN,75.83300781
A0A5K1VW95;P40925,A0A5K1VW95;P40925,MDH1,Homo sapiens,"Malate dehydrogenase;Malate dehydrogenase, cytoplasmic",10231.8252,10692.95996,10206.6084,10145.66602,10567.34766,10448.03711,10588.8125,10291.2832,10889.91797,10973.19336,10074.6875,10829.28711,10637.33398,10905.90625,10633.125
A0A669KAV0;A0A804HJB9;A0A804HJJ0;A0A804HJM5;A0A804HK40;A0A804HKD9;A0A804HKP7;A0A804HKP9;A0A804HL07;A0A804HL34;A0A804HL57;A0A804HL60;A0A8C8KJP3;F8WBY3;H7C2L3;Q96HD1,A0A669KAV0;A0A804HJB9;A0A804HJJ0;A0A804HJM5;A0A804HK40;A0A804HKD9;A0A804HKP7;A0A804HKP9;A0A804HL07;A0A804HL34;A0A804HL57;A0A804HL60;A0A8C8KJP3;F8WBY3;H7C2L3;Q96HD1,CRELD1,Homo sapiens,protein disulfide-isomerase;protein disulfide-isomerase;protein disulfide-isomerase;protein disulfide-isomerase;Cysteine rich with EGF like domains 1 (Fragment);protein disulfide-isomerase;protein disulfide-isomerase;protein disulfide-isomerase;protein disulfide-isomerase;Cysteine rich with EGF like domains 1;Cysteine rich with EGF like domains 1;protein disulfide-isomerase;protein disulfide-isomerase;Cysteine rich with EGF like domains 1 (Fragment);Cysteine rich with EGF like domains 1 (Fragment);Protein disulfide isomerase CRELD1,119.28248596191406,135.89427185058594,NaN,NaN,197.8639373779297,165.7867431640625,92.90079498291016,123.5467300415039,86.73057556152344,89.48549652,151.31333923339844,123.71057891845703,NaN,135.83267211914062,149.3130340576172
A0A669KAW3;P40692,A0A669KAW3;P40692,MLH1,Homo sapiens,MutL homolog 1 (Fragment);DNA mismatch repair protein Mlh1,662.7496337890625,633.2816772460938,636.8921508789062,628.9046020507812,621.1039428710938,652.2962646484375,581.7075195,549.2114258,634.9281005859375,717.3390502929688,633.3278198242188,673.5396118164062,600.2532958984375,618.4945068359375,557.0735473632812
A0A669KAX4;A0A7P0T954;A0A7P0TAQ3;K4DI93;Q13620,A0A669KAX4;A0A7P0T954;A0A7P0TAQ3;K4DI93;Q13620,CUL4B,Homo sapiens,Cullin 4B;Cullin 4B;Cullin 4B;Cullin 4B;Cullin-4B,1404.29834,1423.648193359375,1429.7701416015625,1382.312255859375,1366.5848388671875,1466.072754,1427.406005859375,1379.767822265625,1325.4659423828125,1341.0555419921875,1382.2769775390625,1291.547119140625,1459.0657958984375,1432.2420654296875,1403.3409423828125
A0A669KB05;C9JZR2;H0YC95;O60716,A0A669KB05;C9JZR2;H0YC95;O60716,CTNND1,Homo sapiens,Catenin delta 1;Catenin delta 1;Catenin delta 1;Catenin delta-1,846.1137695,938.3660888671875,841.6539916992188,772.2701416015625,830.0714111328125,879.9601440429688,902.0639648,794.7554321289062,815.2089233398438,839.8310547,826.2249145507812,839.6105346679688,871.1151733398438,785.0425415039062,897.2365723
A0A669KB10;A0A669KBG8;A0A7I2V452;A0A7I2YQM2;A0A7P0RGV0;Q92538,A0A669KB10;A0A669KBG8;A0A7I2V452;A0A7I2YQM2;A0A7P0RGV0;Q92538,GBF1,Homo sapiens,Golgi brefeldin A resistant guanine nucleotide exchange factor 1;Golgi brefeldin A resistant guanine nucleotide exchange factor 1;Golgi brefeldin A resistant guanine nucleotide exchange factor 1;Golgi brefeldin A resistant guanine nucleotide exchange factor 1;Golgi brefeldin A resistant guanine nucleotide exchange factor 1;Golgi-specific brefeldin A-resistance guanine nucleotide exchange factor 1,254.21104431152344,253.67100524902344,254.04293823242188,257.5108337402344,229.72508239746094,261.1629333496094,245.2705841064453,257.3307800292969,227.5360565185547,267.5930176,260.26519775390625,279.2833557128906,262.682373,242.80508422851562,270.85845947265625
A0A669KB12;Q09472,A0A669KB12;Q09472,EP300,Homo sapiens,histone acetyltransferase;Histone acetyltransferase p300,145.29249572753906,170.52569580078125,127.26253509521484,145.28021240234375,156.28688049316406,168.11195373535156,180.9209442138672,169.98789978027344,153.73519897460938,166.9053192138672,148.59315490722656,170.19175720214844,162.94760131835938,158.4958953857422,149.5600586
A0A669KB29;Q9P0U4,A0A669KB29;Q9P0U4,CXXC1,Homo sapiens,CXXC-type zinc finger protein 1,237.5854949951172,260.1613464355469,197.3128662109375,255.09642028808594,246.5746612548828,209.48699951171875,272.4864196777344,221.5688934326172,258.0047912597656,196.61805725097656,262.1130676269531,223.07505798339844,211.30787658691406,199.54916381835938,249.79823303222656
A0A669KB53;A0A669KB56;A0A669KB68;A0A669KBA4;A0A8V8TN81;P42224,A0A669KB53;A0A669KB56;A0A669KB68;A0A669KBA4;A0A8V8TN81;P42224,STAT1,Homo sapiens,Signal transducer and activator of transcription;Signal transducer and activator of transcription;Signal transducer and activator of transcription;Signal transducer and activator of transcription;Signal transducer and activator of transcription;Signal transducer and activator of transcription 1-alpha/beta,1662.974365234375,1635.0347900390625,1715.7352294921875,1646.362793,1623.3409423828125,1671.5936279296875,1804.6124267578125,1667.068603515625,1793.8470458984375,1815.876220703125,1861.6002197265625,1693.513672,1662.0523681640625,1623.1011962890625,1729.7147216796875
A0A669KB71;O94842,A0A669KB71;O94842,TOX4,Homo sapiens,TOX high mobility group box family member 4,751.9874267578125,679.182373,679.9577026367188,598.8832397460938,607.8795776367188,637.7338867,644.6422729492188,709.1290283203125,794.9301147460938,620.5108642578125,747.2354736328125,720.4954833984375,710.3952026367188,660.4318848,617.5203857421875
A0A669KBE6;A0A669KBF5;Q9NV96,A0A669KBE6;A0A669KBF5;Q9NV96,TMEM30A,Homo sapiens,Cell cycle control protein;Cell cycle control protein;Cell cycle control protein 50A,405.9597168,364.6392517089844,390.18902587890625,407.9428711,348.01348876953125,390.588623,457.9570617675781,410.20257568359375,401.0481262207031,491.7519226074219,461.25653076171875,486.1905517578125,401.7587585449219,422.3216552734375,425.6561584472656
A0A669KBI3;F5GXF9;P51825,A0A669KBI3;F5GXF9;P51825,AFF1,Homo sapiens,AF4/FMR2 family member 1 (Fragment);AF4/FMR2 family member 1;AF4/FMR2 family member 1,74.76161193847656,NaN,306.4472656,120.50747680664062,240.69789123535156,118.83966827392578,145.61973571777344,133.57608032226562,129.2644805908203,113.20539093017578,186.82786560058594,65.97180938720703,82.53282928466797,NaN,225.35580444335938
A0A669KBL0,A0A669KBL0,TSGA10,Homo sapiens,Testis specific 10,445.6291198730469,NaN,385.50506591796875,NaN,511.9918212890625,369.4507141113281,436.81866455078125,596.7164916992188,312.30035400390625,NaN,334.2532653808594,NaN,287.0942383,320.5085449,497.6354675292969
A0A6E1XE14;P05549,A0A6E1XE14;P05549,TFAP2A,Homo sapiens,Transcription factor AP-2-alpha,236.22976684570312,163.80931091308594,176.28390502929688,189.6594238,246.07864379882812,165.3962860107422,288.46307373046875,306.9960021972656,354.1415710449219,220.14739990234375,253.07205200195312,240.1126251220703,301.0069274902344,199.1534881591797,252.33779907226562
A0A6I8PIS1;Q00796,A0A6I8PIS1;Q00796,SORD,Homo sapiens,Sorbitol dehydrogenase,404.7618713378906,400.5994873046875,460.0167541503906,409.5784606933594,295.3327331542969,373.2180176,566.7711181640625,459.4835205078125,581.6348876953125,218.29637145996094,442.9121398925781,125.14519500732422,551.7249755859375,464.6890869140625,475.47222900390625
A0A6I8PIT3;A0A6I8PIV1;A0A6I8PL42;Q9P2J5,A0A6I8PIT3;A0A6I8PIV1;A0A6I8PL42;Q9P2J5,LARS1,Homo sapiens,"leucine--tRNA ligase;leucine--tRNA ligase;leucine--tRNA ligase;Leucine--tRNA ligase, cytoplasmic",3965.069336,4005.609619140625,3781.813720703125,4092.424805,4004.020263671875,3838.856934,4330.648438,4029.433105,4059.904052734375,4300.097168,4121.363281,4149.391113,4000.29834,4040.677490234375,4002.810059
A0A6I8PRS5;Q8N954,A0A6I8PRS5;Q8N954,GPATCH11,Homo sapiens,G patch domain-containing protein 11,57.50583267211914,75.86496735,79.14598083496094,71.59766387939453,91.17303466796875,107.57967376708984,33.559200286865234,77.73429870605469,137.13931274414062,68.09881591796875,70.46069336,63.67341232299805,75.37200164794922,89.53526306152344,80.97455596923828
A0A6I8PRW4;A6NKF1;F8WC89;H9KVA8,A0A6I8PRW4;A6NKF1;F8WC89;H9KVA8,SAC3D1,Homo sapiens,SAC3 domain containing 1;SAC3 domain-containing protein 1;SAC3 domain containing 1;SAC3 domain containing 1,434.79083251953125,544.6658935546875,326.5034484863281,442.5921325683594,474.9063415527344,342.9289245605469,358.4468688964844,392.7263184,280.1330871582031,427.0306396484375,293.45294189453125,400.7829895019531,496.68865966796875,445.13665771484375,488.0997314453125
A0A6I8PS32;A0A6I8PU73;A0A6I8PUD4;Q99615,A0A6I8PS32;A0A6I8PU73;A0A6I8PUD4;Q99615,DNAJC7,Homo sapiens,DnaJ heat shock protein family (Hsp40) member C7 (Fragment);DnaJ heat shock protein family (Hsp40) member C7;DnaJ heat shock protein family (Hsp40) member C7;DnaJ homolog subfamily C member 7,1966.0269775390625,2082.837891,2009.3074951171875,2088.371337890625,2050.769043,2214.187255859375,2086.053711,2023.364013671875,2063.88916,2070.57959,2100.391357421875,2061.340576171875,1995.1544189453125,2142.200439453125,2137.644287109375
A0A6Q8PEV5;A0A6Q8PF12;A0A6Q8PFB1;A0A6Q8PFB5;A0A6Q8PG60;A0A6Q8PGX0;A0A6Q8PH03;A0A7I2PK71;A0A7I2SYM4;C9J6R3;F8WAV3;Q9BYV8,A0A6Q8PEV5;A0A6Q8PF12;A0A6Q8PFB1;A0A6Q8PFB5;A0A6Q8PG60;A0A6Q8PGX0;A0A6Q8PH03;A0A7I2PK71;A0A7I2SYM4;C9J6R3;F8WAV3;Q9BYV8,CEP41,Homo sapiens,Centrosomal protein 41;Centrosomal protein 41;Centrosomal protein 41;Centrosomal protein 41;Centrosomal protein 41;Centrosomal protein 41;Centrosomal protein 41;Centrosomal protein 41;Centrosomal protein 41;Centrosomal protein 41 (Fragment);Centrosomal protein 41 (Fragment);Centrosomal protein of 41 kDa,60.81787872314453,54.45442581176758,42.39110565185547,53.231143951416016,36.31216049194336,36.288230895996094,69.74794006347656,31.971967697143555,39.85533905029297,28.21880340576172,38.14069747924805,43.444149017333984,NaN,57.960044860839844,49.62108231
A0A6Q8PEX6;A0A6Q8PFB7;A0A6Q8PG86;A0A6Q8PHC9;A0A6Q8PHF4;O95163,A0A6Q8PEX6;A0A6Q8PFB7;A0A6Q8PG86;A0A6Q8PHC9;A0A6Q8PHF4;O95163,ELP1,Homo sapiens,Elongator complex protein 1,968.2953491210938,961.1151733398438,984.3494262695312,942.1517944335938,966.6281127929688,972.1750488,998.8402709960938,1002.936523,983.7037353515625,958.0231934,952.9953002929688,929.9873047,1008.1234130859375,1039.2928466796875,993.5981445
A0A6Q8PEX8;A0A6Q8PEZ4;A0A6Q8PFG4;A0A6Q8PGL3;A0A6Q8PGQ9;A0A6Q8PGS2;A0A6Q8PGU0;A0A6Q8PH79;A0A6Q8PH88;A0A6Q8PH97;A0A6Q8PHC1;A0A6Q8PHN7;A0A7I2RYU0;B4DIH2;Q8TB36,A0A6Q8PEX8;A0A6Q8PEZ4;A0A6Q8PFG4;A0A6Q8PGL3;A0A6Q8PGQ9;A0A6Q8PGS2;A0A6Q8PGU0;A0A6Q8PH79;A0A6Q8PH88;A0A6Q8PH97;A0A6Q8PHC1;A0A6Q8PHN7;A0A7I2RYU0;B4DIH2;Q8TB36,GDAP1,Homo sapiens,Ganglioside induced differentiation associated protein 1;Ganglioside induced differentiation associated protein 1;Ganglioside induced differentiation associated protein 1;Ganglioside induced differentiation associated protein 1;Ganglioside induced differentiation associated protein 1;Ganglioside induced differentiation associated protein 1;Ganglioside induced differentiation associated protein 1;Ganglioside induced differentiation associated protein 1;Ganglioside induced differentiation associated protein 1;Ganglioside induced differentiation associated protein 1;Ganglioside induced differentiation associated protein 1;Ganglioside induced differentiation associated protein 1;Ganglioside induced differentiation associated protein 1;Ganglioside induced differentiation associated protein 1;Ganglioside-induced differentiation-associated protein 1,596.8212280273438,869.5637207,1119.520508,660.3387451171875,671.4469604492188,934.3318481445312,577.4029541015625,797.3820801,885.9224243164062,1047.1927490234375,963.2988891601562,1194.9364013671875,844.4618530273438,923.2175293,780.496582
A0A6Q8PEZ7;A0A6Q8PG30;A0A6Q8PG68;A0A6Q8PHQ1;Q96S66,A0A6Q8PEZ7;A0A6Q8PG30;A0A6Q8PG68;A0A6Q8PHQ1;Q96S66,CLCC1,Homo sapiens,Chloride channel CLIC-like protein 1,191.9735565185547,191.91763305664062,160.7684783935547,139.37843322753906,193.73524475097656,173.96669006347656,182.5205535888672,195.67396545410156,175.52432250976562,170.9483642578125,148.64517211914062,170.41464233398438,166.46725463867188,201.62725830078125,161.09580993652344
